ngiemboon,en
"Peg ŋweʼe yɔɔn ŋwàʼne ńnáa né pi ńdɔgɔ shwóŋo gẅí nò na shwóŋè gie á gÿo mé gwɔ́ wó, á gie áa ńgwɔ́ pɔ́ wó, tà fó nzyète shúm ntsèm, peg la lɔg metuŋó még ńjúʼ, ńdɔg nÿɔ́g még ńgyá, ńnyɛte ńdíe, ńdɔg mbwó még ńkíbe. ","What was from the beginning,   what we have heard, what we have seen with our eyes, what we have observed and have touched with our hands, concerning the word  # 1:1 Ps 119:25; Jn 1:1,4; 5:24; Php 2:16 of life #— # "
"E Ssé la gwɔ́ tà ńtó, ńnáa wɛ̌ legwɔ́ né peg, peg gyá yé, tà peg ee páʼɔɔn ńgwɔ́ pajÿòngyá, ńne shwóŋo gẅí nò na legwɔ́ tèmì gẅie à la fó lejʉ́ŋ Tá, ńtó ńnyɛ́ mbùm ye mbwó peg. ","that life was revealed,   and we have seen it and we testify and declare to you the eternal life that was with the Father and was revealed to us  # 1:2 1Jn 5:20  #— # "
"Ammó gie peg la gyá ḿbiŋ ńjúʼ, áa yɛ̌ gie peg shwóŋo gẅí gí, ńzsé ngie pi ge temte na peg, pege metsèm pú ńtemte na Tá mbɔɔ na Míŋ we Yěsô Keleto. ","what we have seen and heard we also declare to you, so that you may also have fellowship   with us; and indeed our fellowship is with the Father  # 1:3 Mt 11:27 and with his Son, Jesus Christ. "
"Peg ŋweʼe yɔɔn nò ńnáa mbwó pi, légwɔ́ gie tsɔ́ mmó té ge zága na weg lekág wɔ́.","We are writing these things   so that our  # 1:4 Other mss read your joy  # 1:4 2Co 2:3; Php 1:4,25; 2:18 may be complete."
"Anò gie Yěsô Keleto la shwóŋo wég, ayɔɔn gie peg gee shwǒŋ pi lɔɔn. À la gɔɔn ngie: E Ssé gwɔ́ pɔ́ kyɛ̀ʼ, mbɔɔ méjʉʼʉ nzěm à te na ngÿǒ menò mé wɔ́. ","This is the message we have heard from him and declare to you: God is light,   and there is absolutely no darkness in him.  # 1:5 1Jn 2:5 "
"Pege lɔɔn ńgɔɔn ngie peg lâ pɔ̌ temté, tá ḿbiŋe ne ńgiŋe tsɛ̀ɛ nzěm, mbà pege cÿɔɔ nò, ńdɔgɔ těen ńgÿo mmó gie à ne ńkwoŋo wɔ́. ","If we say, “We have fellowship   with him,” and yet we walk in darkness,  # 1:6 Pr 2:13; Is 9:2; 50:10; Jn 8:12; 12:35; 1Jn 2:11 we are lying and are not practicing the truth.  # 1:6 Jn 14:6; 2Co 11:10; 3Jn 3 "
"Tá ńké ńgwɔ́ gie pege lɔɔn ne ńgiŋe na jʉʼʉ fɔ̌g páʼ yé lê twó yé aa na jʉʼʉ fɔ̌g la, mbà pege ge pú gẅiin tàʼ ncwò tsetsɛ̀ɛ pege, metse Míŋ we Yěsô leen ńké sɔgɔ wégè na nò tepòŋ ntsèm. ","If we walk in the light   as he himself is in the light, we have fellowship with one another, and the blood of Jesus  # 1:7 Heb 10:19; 12:24; 1Pt 1:2,19; Rv 1:5 his Son cleanses us from all sin. "
"Pege lɔɔn ńgɔɔn ngie nò tepòŋ té na pege wɔ́, mbà pege lɔgɔ púʼu, fʉa mánzsè, ḿbiŋe těen ńzsé nò nénʉ́ gie á fóo mbwó Ssé wɔ́. ","If we say, “We have no sin,”   we are deceiving ourselves, and the truth is not in us. "
"Pege lɔɔn ńzẅíŋ mefʉa mégè, mbà Ssé ge lege é ná né pege, éfó na pege é kẅile nò tepòŋ ntsèm, mélàʼmie e Ssé kaʼa mmó, ńgÿo, á gwɔ́ ndʉŋndʉŋ.","If we confess our sins, he is faithful and righteous to forgive   us our sins and to cleanse us from all unrighteousness. "
"Pege ké ńgɔɔn ngie pege te ngàŋ mefʉa wɔ́, mbà pege lɔgɔ Ssé ńtóŋo ngàŋa cÿɔ̌nò, ashwóŋè yé lěen ńdɔgɔ ńgwɔ́ na pege wɔ́.","If we say, “We have not sinned,” we make him a liar, and his word   is not in us.  # 1:10 Jn 8:37"
