ngiemboon,en
"N ge tóo mbʉ̀a pi fʉ̀ʼɔɔn, é lɔgɔ tóo ngʉ̀a ntá, é tó «mé gwaa ŋag mbɔɔ yɛ̌ ntsaŋ wɔ́ɔ, é zẅíʼte nò ncwò pʉ̀a mépʉ́a kà pʉ̀a métá wɔ́ɔ, páʼ Ŋwàʼne Ssé ne ńgɔɔn.» ","This is the third time I am coming to you.   Every matter must be established by the testimony of two or three witnesses.   # 13:1 Dt 17:6; 19:15,# 13:1 Dt 17:6; 19:15 "
"N ge tʉ́ njÿó fʉ̀ʼɔɔn, é gíŋ gɔɔn nò mbwó pʉ̀a pie á la gwaa gwɔ́ setsɔ́ lekwò, mbà pɔ́ gÿǒ menò tepòŋ, é gɔɔn mbɔɔ mbwó mânyìŋ ntsèm. Áa na lyɛ̌ʼɔɔn, n te tsetsɛ̀ɛ pi wɔ́, tá n ge kímte gẅí nò gie n da gɔɔn né pi á fʉ̀ʼ gie n da tóo láʼ pi na lekwò mbɔ́ɔntè yépʉ́a. N da gɔɔn ngie n ge gÿo tó, é néŋ ntsaŋ twó mânyìŋ ntsèm gẅie à fʉ̌a nò. ","I gave a warning when I was present the second time, and now I give a warning   while I am absent to those who sinned before and to all the rest: If I come again, I will not be lenient, "
"Páʼ pi kě ńne faʼa légyá mmó gie á nyɛɛ ngie anò gie á kẅɛɛ ncwò mèŋ, á fóo mbwó Keleto la, pi ge ké gÿo gyá. Pi zsé ngie Keleto te ne ńzɔ́bte gẅí wɔ́. À ne ńnyɛɛ metʉ̀ mé tsetsɛ̀ɛ pi. ","since you seek proof of Christ speaking in me.   He is not weak in dealing with you, but powerful among you. "
"Áa nénʉ́ ngie à laa tsɔ́ fʉ̀ʼ, ḿbÿɛ́ páʼ nyìŋ mesoŋ, mé kime yé na tÿǒnkǐ. Táʼ, à kě ńgwɔ́ fʉ̀ʼɔɔn ńgwɔ́ ntʉ̀ntʉ̀, é gwɔ́ metʉ̀ Ssé. Peg yég, peg fó na páʼ peg la nnɛ́ na yé, ḿbÿɛ́ páʼ à la pÿɛ́ yé. Táʼ, é ké gÿo lɔg yeg ntí légẅiin gẅí, é nyɛɛ gẅí ngie peg lâ Keleto ee ntʉ̀ntʉ̀, é gwɔ́ metʉ̀ Ssé.","For he was crucified   in weakness, but he lives  # 13:4 Rm 14:9; Php 1:21; 1Pt 3:18 by the power of God. For we also are weak in him,  # 13:4 2Co 12:10 but in dealing with you we will live  # 13:4 Rm 6:4,8 with him by God’s power."
"Pi lé twó gí, pi líe mbùm gi ńgyá. Kà pi ne ńgiŋe ndʉŋndʉŋ na nò Keleto gie pi la zẅíŋ wɔ́ɔ. Pi nyɛte ńtsaʼ. Pi te ne ńgyá ngie Keleto aa tsɛ̀ɛ ntʉ́m pi wɔ́ ka? Á gwéʼe péʼe á té púʼu wɔ́, mbà á lɔgɔ ńgwɔ́ ngie pi te pʉ̀a Keleto wɔ́. ","Test   yourselves to see if you are in the faith. Examine yourselves. Or do you yourselves not recognize that Jesus Christ is in you? #— #unless you fail the test.  # 13:5 Or you are disqualified, or you are counterfeit "
"N kwǎŋ ngie pi ge zẅíŋ ngie á gʉa na peg, mbà peg kéen ńnyɛ kwàʼ mboŋó ngie peg ee megàŋntúm Keleto. ",And I hope you will recognize that we ourselves do not fail the test. 
"Peg ne sẅíŋte Ssé ngie à kẅéte gẅí tà pi le gÿo sɔɔn nò tepòŋ wɔ́. N ké těen ńdɔgɔ faʼa púʼu, pɔ́ légÿo tá pi gyá ngie peg ee megàŋntúm Yěsô Keleto wɔ́. Peg tsɔ́ɔn pɔ́ ndàʼ ngie pi gÿo nò mbòŋo tà mbɔɔ páʼ fàʼa yég ge gwɔ́ pɔ́ páʼ fàʼ gie mé gwág gwǎg. ","But we pray to God that you do nothing wrong #— #not that we may appear to pass the test, but that you may do what is right,   even though we may appear to fail. "
"Peg zɔɔn ńgẅiin yég pɔ́ létóonte nò gie áa nénʉ́, peg te gẅiin létáte nò gie áa nénʉ́ wɔ́. ","For we can’t do anything against the truth,   but only for the truth. "
"Pi lɔɔn ńgwɔ́ na mánzsè Ssé, ńgwɔ́ metʉ̀ pʉ̀a, peg gwɔ́ yég mǒ ńgwɔ́ pɔ́ mepepÿɛ́ɛ pʉ̀a, mbà nò ge poŋo wég poŋ. Áa mmó gie á gÿo peg gwɔ́ tà ne sẅíŋte Ssé, ńdúɔ ngie à gÿo pi giŋ pɔ́ na mánzsè we tà ńcʉ́me. ","We rejoice when we are weak and you are strong.   We also pray that you become fully mature.  # 13:9 Or become complete, or be restored "
"Áa mmó gie á gÿǒ, n nyé pɔ́ ngʉ̀a shʉ̀shʉ̀a ńŋweʼe yɔɔn nò ntsèm, ńne ńtsɔ́ɔn ngie n te gÿo tó tà kúu tsetsɛ̀ɛ pi é lɔg páʼ Cʉ̀apʉ̀a la tÿɔ́gɔ wɔ́ɔn mvfò pi, é cÿɔ́gɔ gẅí cÿɔ̌g wɔ́. Cʉ̀apʉ̀a la tÿɔ́gɔ wɔ́ɔn mvfò pi pɔ́ légÿo acúʼtè kẅiʼi ńgʉa lé mvfò. À la te tÿɔ́gɔ wɔ́ɔn ngie n tág tág wɔ́.","This is why I am writing these things while absent, so that when I am there I may not have to deal harshly with you, in keeping with the authority the Lord gave me for building up   and not for tearing down.  # 13:10 2Co 10:4,8"
